CYT,NUC,MIT,ME3,ME2,ME1,EXC,VAC,POX
RPC1_YEAST,0.56,0.61,0.52,0.19,0.50,0.00,0.52,0.32
RPOM_YEAST,0.47,0.56,0.46,0.50,0.50,0.00,0.51,0.22
RS6_YEAST,0.46,0.33,0.45,0.22,0.50,0.00,0.41,0.37
R19A_YEAST,0.52,0.43,0.61,0.22,0.50,0.00,0.45,0.22
R19B_YEAST,0.52,0.43,0.61,0.22,0.50,0.00,0.45,0.22
RS41_YEAST,0.32,0.44,0.54,0.21,0.50,0.00,0.40,0.19
RS41_YEAST,0.32,0.44,0.54,0.21,0.50,0.00,0.40,0.19
RS15_YEAST,0.48,0.41,0.52,0.33,0.50,0.00,0.51,0.26
RS22_YEAST,0.46,0.39,0.54,0.22,0.50,0.00,0.48,0.25
RS22_YEAST,0.46,0.39,0.54,0.22,0.50,0.00,0.48,0.25
RS21_YEAST,0.42,0.50,0.64,0.13,0.50,0.00,0.49,0.22
R26A_YEAST,0.46,0.54,0.59,0.41,0.50,0.00,0.53,0.21
R26B_YEAST,0.46,0.54,0.59,0.41,0.50,0.00,0.53,0.21
R271_YEAST,0.39,0.65,0.57,0.19,0.50,0.00,0.44,0.25
R272_YEAST,0.39,0.65,0.57,0.19,0.50,0.00,0.43,0.25
RS28_YEAST,0.38,0.50,0.52,0.44,0.50,0.00,0.54,0.11
RS28_YEAST,0.38,0.50,0.52,0.44,0.50,0.00,0.54,0.11
RS3_YEAST,0.51,0.52,0.58,0.17,0.50,0.00,0.47,0.28
RS31_YEAST,0.57,0.48,0.54,0.22,0.50,0.00,0.50,0.11
RS33_YEAST,0.50,0.50,0.62,0.23,0.50,0.00,0.35,0.11
RS37_YEAST,0.41,0.49,0.65,0.28,0.50,0.00,0.59,0.57
RS4E_YEAST,0.53,0.57,0.60,0.36,0.50,0.00,0.50,0.22
RS4E_YEAST,0.53,0.57,0.60,0.36,0.50,0.00,0.50,0.22
RS8_YEAST,0.37,0.30,0.62,0.43,0.50,0.00,0.44,0.39
RS8_YEAST,0.37,0.30,0.62,0.43,0.50,0.00,0.44,0.39
RRN6_YEAST,0.60,0.57,0.52,0.14,0.50,0.00,0.46,0.48
RRN7_YEAST,0.42,0.38,0.52,0.29,0.50,0.00,0.42,0.22
RTG1_YEAST,0.41,0.46,0.58,0.08,0.50,0.00,0.51,0.28
R161_YEAST,0.49,0.40,0.58,0.23,0.50,0.00,0.47,0.27
R167_YEAST,0.37,0.37,0.51,0.38,0.50,0.00,0.44,0.22
RSD1_YEAST,0.57,0.50,0.40,0.08,0.50,0.00,0.47,0.22
FIMB_YEAST,0.51,0.40,0.50,0.28,0.50,0.00,0.48,0.27
SAC7_YEAST,0.34,0.25,0.55,0.28,0.50,0.00,0.51,0.49
SAG1_YEAST,0.77,0.86,0.44,0.27,0.50,0.00,0.48,0.22
SAR1_YEAST,0.59,0.54,0.53,0.14,0.50,0.00,0.48,0.22
SC25_YEAST,0.50,0.48,0.48,0.23,0.50,0.00,0.53,0.68
SCJ1_YEAST,0.39,1.00,0.38,0.41,0.50,0.00,0.50,0.27
PRCI_YEAST,0.56,0.42,0.52,0.14,0.50,0.00,0.51,0.22
TAT2_YEAST,0.39,0.46,0.33,0.18,0.50,0.00,0.53,0.22
SCO1_YEAST,0.52,0.54,0.47,0.49,0.50,0.00,0.54,0.22
S160_YEAST,0.46,0.49,0.55,0.18,0.50,0.00,0.56,0.22
DHSA_YEAST,0.56,0.65,0.49,0.56,0.50,0.00,0.49,0.22
DHSB_YEAST,0.53,0.51,0.55,0.57,0.50,0.00,0.46,0.22
SDH3_YEAST,0.54,0.64,0.40,0.56,0.50,0.00,0.51,0.22
SDH4_YEAST,0.47,0.58,0.47,0.52,0.50,0.00,0.54,0.22
SDHL_YEAST,0.46,0.42,0.51,0.16,0.50,0.00,0.56,0.22
SEC1_YEAST,0.60,0.51,0.49,0.18,0.50,0.00,0.53,0.38
SC11_YEAST,0.85,0.66,0.49,0.18,0.50,0.00,0.51,0.22
SC12_YEAST,0.55,0.52,0.44,0.20,0.50,0.00,0.56,0.22
SC13_YEAST,0.49,0.38,0.56,0.09,0.50,0.00,0.46,0.22
SC14_YEAST,0.38,0.40,0.53,0.12,0.50,0.00,0.55,0.22
SC15_YEAST,0.55,0.55,0.52,0.13,0.50,0.00,0.53,0.25
SC17_YEAST,0.46,0.44,0.58,0.17,0.50,0.00,0.55,0.22
SC18_YEAST,0.34,0.46,0.52,0.19,0.50,0.00,0.53,0.26
SEC2_YEAST,0.58,0.56,0.46,0.14,0.50,0.00,0.51,0.22
SC20_YEAST,0.46,0.47,0.44,0.18,1.00,0.00,0.46,0.22
SC21_YEAST,0.44,0.71,0.50,0.21,0.50,0.00,0.54,0.27
SC22_YEAST,0.56,0.49,0.32,0.22,0.50,0.00,0.50,0.22
SC23_YEAST,0.41,0.49,0.47,0.09,0.50,0.00,0.49,0.22
SEC4_YEAST,0.44,0.51,0.53,0.30,0.50,0.00,0.53,0.22
PMM_YEAST,0.54,0.51,0.56,0.15,0.50,0.00,0.54,0.31
SC59_YEAST,0.51,0.51,0.32,0.27,0.50,0.00,0.54,0.22
SEC6_YEAST,0.46,0.38,0.51,0.20,0.50,0.00,0.51,0.22
S61A_YEAST,0.55,0.72,0.35,0.26,0.50,0.00,0.49,0.22
SC62_YEAST,0.54,0.44,0.35,0.19,0.50,0.00,0.51,0.27
NPL1_YEAST,0.65,0.66,0.37,0.12,0.50,0.00,0.52,0.27
SC65_YEAST,0.41,0.40,0.56,0.17,0.50,0.00,0.56,0.22
SC66_YEAST,0.39,0.71,0.38,0.14,0.50,0.00,0.50,0.22
SEC7_YEAST,0.37,0.42,0.46,0.15,0.50,0.00,0.51,0.31
SC72_YEAST,0.59,0.55,0.57,0.18,0.50,0.00,0.51,0.22
SEC8_YEAST,0.48,0.51,0.50,0.24,0.50,0.00,0.54,0.38
SEC9_YEAST,0.39,0.30,0.63,0.20,0.50,0.00,0.43,0.47
TRAM_YEAST,0.47,0.52,0.54,0.25,0.50,0.00,0.54,0.29
SED1_YEAST,0.77,0.82,0.40,0.36,0.50,0.00,0.38,0.22
SED4_YEAST,0.52,0.55,0.39,0.09,1.00,0.00,0.55,0.25
SED5_YEAST,0.42,0.28,0.33,0.23,0.50,0.00,0.39,0.26
SEN1_YEAST,0.47,0.37,0.46,0.28,0.50,0.00,0.52,0.99
SEN2_YEAST,0.48,0.50,0.47,0.29,0.50,0.00,0.46,0.27
SYSC_YEAST,0.30,0.33,0.55,0.12,0.50,0.00,0.53,0.38
SFL1_YEAST,0.49,0.49,0.52,0.18,0.50,0.00,0.51,0.25
SFP1_YEAST,0.54,0.59,0.57,0.34,0.50,0.00,0.49,0.22
AMYG_YEAST,0.70,0.78,0.53,0.24,0.50,0.00,0.48,0.22
SGE1_YEAST,0.85,0.69,0.34,0.31,0.50,0.00,0.57,0.30
SHM1_YEAST,0.56,0.59,0.45,0.15,0.50,0.00,0.54,0.22
GLYM_YEAST,0.47,0.56,0.53,0.44,0.50,0.00,0.53,0.22
GLYC_YEAST,0.53,0.49,0.47,0.21,0.50,0.00,0.53,0.22
SHR3_YEAST,0.70,0.57,0.34,0.19,0.50,0.00,0.53,0.27
SIC1_YEAST,0.42,0.43,0.67,0.70,0.50,0.00,0.42,0.25
NOT4_YEAST,0.47,0.44,0.53,0.18,0.50,0.00,0.47,0.29
SIN3_YEAST,0.40,0.49,0.53,0.23,0.50,0.00,0.44,0.26
SIN4_YEAST,0.45,0.65,0.51,0.17,0.50,0.00,0.49,0.22
SIP2_YEAST,0.42,0.42,0.55,0.31,0.50,0.00,0.43,0.22
SIR1_YEAST,0.45,0.41,0.53,0.49,0.50,0.00,0.49,0.31
SIR2_YEAST,0.42,0.28,0.49,0.22,0.50,0.00,0.55,0.34
SIR3_YEAST,0.47,0.50,0.47,0.22,0.50,0.00,0.53,0.45
SIR4_YEAST,0.33,0.42,0.55,0.23,0.50,0.00,0.52,0.43
SIS1_YEAST,0.56,0.55,0.57,0.15,0.50,0.00,0.54,0.25
SIS2_YEAST,0.37,0.47,0.49,0.12,0.50,0.00,0.47,0.31
SKI3_YEAST,0.32,0.60,0.48,0.13,0.50,0.00,0.53,0.22
SKN1_YEAST,0.38,0.42,0.31,0.35,0.50,0.00,0.52,0.22
SKN7_YEAST,0.46,0.56,0.56,0.25,0.50,0.00,0.43,0.22
SKO1_YEAST,0.47,0.55,0.57,0.17,0.50,0.00,0.52,0.66
SLA1_YEAST,0.37,0.55,0.52,0.13,0.50,0.00,0.42,0.80
SLA2_YEAST,0.46,0.48,0.38,0.22,0.50,0.00,0.39,0.45
PLSC_YEAST,0.80,0.69,0.53,0.33,0.50,0.00,0.51,0.22
SLN1_YEAST,0.52,0.65,0.36,0.37,0.50,0.00,0.52,0.34
SLU7_YEAST,0.19,0.16,0.68,0.36,0.50,0.00,0.49,0.21
SLY1_YEAST,0.64,0.31,0.53,0.15,0.50,0.00,0.53,0.31
SLY4_YEAST,0.40,0.43,0.36,0.33,0.50,0.00,0.51,0.22
SMC1_YEAST,0.47,0.56,0.51,0.20,0.50,0.00,0.52,0.59
SMC2_YEAST,0.40,0.75,0.44,0.12,0.50,0.00,0.49,0.22
SMD1_YEAST,0.48,0.55,0.58,0.18,0.50,0.00,0.38,0.69
SMF1_YEAST,0.57,0.51,0.34,0.13,0.50,0.00,0.53,0.27
SMF2_YEAST,0.23,0.37,0.32,0.13,0.50,0.00,0.53,0.22
SMY1_YEAST,0.54,0.50,0.51,0.26,0.50,0.00,0.52,0.22
SMY2_YEAST,0.60,0.64,0.56,0.36,0.50,0.00,0.46,0.27
SNC1_YEAST,0.27,0.41,0.24,0.20,0.50,0.00,0.49,0.22
SNC2_YEAST,0.25,0.35,0.22,0.18,0.50,0.00,0.46,0.22
SNF1_YEAST,0.39,0.45,0.51,0.29,0.50,0.00,0.54,0.22
SNF2_YEAST,0.33,0.47,0.55,0.24,0.50,0.00,0.45,0.67
SNF3_YEAST,0.37,0.40,0.38,0.18,0.50,0.00,0.51,0.22
SNF4_YEAST,0.43,0.47,0.47,0.18,0.50,0.00,0.47,0.22
SNF5_YEAST,0.66,0.43,0.57,0.60,0.50,0.00,0.19,0.33
SNF6_YEAST,0.55,0.40,0.62,0.22,0.50,0.00,0.37,0.28
RU17_YEAST,0.33,0.46,0.60,0.18,0.50,0.00,0.51,0.26
SNP2_YEAST,0.51,0.50,0.54,0.11,0.50,0.00,0.60,0.22
YBC6_YEAST,0.54,0.60,0.57,0.17,0.50,0.00,0.44,0.22
SNQ2_YEAST,0.45,0.57,0.38,0.28,0.50,0.00,0.53,0.31
SODC_YEAST,0.55,0.57,0.51,0.07,0.50,0.00,0.55,0.22
SODM_YEAST,0.54,0.47,0.58,0.40,0.50,0.00,0.46,0.27
SOF1_YEAST,0.36,0.32,0.55,0.27,0.50,0.00,0.47,0.43
SOK1_YEAST,0.46,0.41,0.45,0.23,0.50,0.00,0.48,0.22
SON1_YEAST,0.40,0.39,0.60,0.23,0.50,0.00,0.52,0.31
RL35_YEAST,0.52,0.47,0.58,0.18,0.50,0.00,0.34,0.11
RL35_YEAST,0.52,0.47,0.58,0.18,0.50,0.00,0.34,0.11
SPA2_YEAST,0.50,0.45,0.51,0.19,0.50,0.00,0.53,0.25
SPB4_YEAST,0.57,0.55,0.51,0.18,0.50,0.00,0.51,0.43
SPK1_YEAST,0.44,0.43,0.46,0.28,0.50,0.00,0.45,0.29
SP11_YEAST,0.46,0.50,0.50,0.28,0.50,0.00,0.50,0.37
SPR1_YEAST,0.66,0.65,0.54,0.40,0.50,0.00,0.51,0.22
SS10_YEAST,0.77,0.73,0.49,0.46,0.50,0.00,0.38,0.22
SX18_YEAST,0.38,0.58,0.46,0.21,0.50,0.00,0.52,0.22
SX19_YEAST,0.32,0.68,0.51,0.16,0.50,0.83,0.55,0.22
SP10_YEAST,0.27,0.46,0.52,0.17,0.50,0.00,0.49,0.44
SP14_YEAST,0.52,0.45,0.45,0.13,0.50,0.00,0.48,0.22
TF2D_YEAST,0.37,0.29,0.45,0.15,0.50,0.00,0.49,0.22
SPT2_YEAST,0.37,0.48,0.67,0.37,0.50,0.00,0.56,0.62
SP21_YEAST,0.44,0.59,0.54,0.18,0.50,0.00,0.49,0.22
SP23_YEAST,0.48,0.65,0.36,0.24,0.50,0.00,0.54,0.31
SPT3_YEAST,0.59,0.49,0.45,0.22,0.50,0.00,0.45,0.31
SPT4_YEAST,0.73,0.52,0.59,0.25,0.50,0.00,0.51,0.22
SPT5_YEAST,0.50,0.43,0.50,0.17,0.50,0.00,0.46,0.47
SPT6_YEAST,0.23,0.13,0.51,0.16,0.50,0.00,0.53,0.51
SPT7_YEAST,0.49,0.60,0.54,0.35,0.50,0.00,0.53,0.46
SPT8_YEAST,0.52,0.31,0.56,0.16,0.50,0.00,0.55,0.22
SRB2_YEAST,0.49,0.48,0.51,0.21,0.50,0.00,0.53,0.22
SRB4_YEAST,0.49,0.60,0.42,0.18,0.50,0.00,0.58,0.28
SRB5_YEAST,0.60,0.62,0.54,0.11,0.50,0.00,0.51,0.22
SRB6_YEAST,0.55,0.47,0.53,0.20,0.50,0.00,0.40,0.22
SCA1_YEAST,0.47,0.32,0.51,0.24,0.50,0.00,0.54,0.27
SRD1_YEAST,0.53,0.25,0.59,0.27,0.50,0.00,0.45,0.26
RCC_YEAST,0.31,0.50,0.54,0.32,0.50,0.00,0.53,0.31
SRPI_YEAST,0.25,0.33,0.48,0.18,0.50,0.00,0.42,0.33
SRPR_YEAST,0.55,0.46,0.47,0.15,0.50,0.00,0.47,0.22
SR14_YEAST,0.61,0.50,0.61,0.21,0.50,0.00,0.55,0.54
SR54_YEAST,0.50,0.52,0.51,0.22,0.50,0.00,0.46,0.37
SR68_YEAST,0.62,0.33,0.49,0.24,0.50,0.00,0.51,0.42
SR72_YEAST,0.56,0.52,0.46,0.17,0.50,0.00,0.49,0.73
CAP_YEAST,0.52,0.56,0.55,0.16,0.50,0.00,0.53,0.39
HS71_YEAST,0.53,0.48,0.51,0.18,0.50,0.00,0.52,0.27
HS72_YEAST,0.51,0.48,0.51,0.19,0.50,0.00,0.51,0.27
HS73_YEAST,0.51,0.48,0.51,0.26,0.50,0.00,0.51,0.27
HS74_YEAST,0.53,0.48,0.51,0.18,0.50,0.00,0.51,0.27
HS75_YEAST,0.60,0.46,0.51,0.10,0.50,0.00,0.48,0.31
HS76_YEAST,0.60,0.46,0.51,0.10,0.50,0.00,0.48,0.31
SSB1_YEAST,0.44,0.39,0.63,0.11,0.50,0.00,0.49,0.26
HS77_YEAST,0.51,0.50,0.49,0.45,0.50,0.00,0.48,0.22
SSD1_YEAST,0.45,0.45,0.51,0.30,0.50,0.00,0.48,0.44
RA25_YEAST,0.38,0.42,0.47,0.12,0.50,0.00,0.47,0.53
SSN6_YEAST,0.19,0.66,0.60,0.14,0.50,0.00,0.20,0.25
SSO1_YEAST,0.41,0.42,0.23,0.16,0.50,0.00,0.40,0.22
SSO2_YEAST,0.25,0.42,0.21,0.14,0.50,0.00,0.41,0.22
S120_YEAST,0.70,0.58,0.53,0.39,0.50,0.00,0.59,0.22
S61G_YEAST,0.49,0.31,0.43,0.24,0.50,0.00,0.54,0.22
SST2_YEAST,0.46,0.41,0.43,0.18,0.50,0.00,0.54,0.22
AMYH_YEAST,0.83,0.81,0.45,0.38,0.50,0.00,0.40,0.26
ST12_YEAST,0.38,0.51,0.56,0.21,0.50,0.00,0.48,0.31
DAP1_YEAST,0.32,0.36,0.28,0.38,0.50,0.00,0.50,0.40
ST14_YEAST,0.40,0.65,0.38,0.17,0.50,0.00,0.57,0.22
GBG_YEAST,0.36,0.37,0.63,0.25,0.50,0.00,0.30,0.22
STE2_YEAST,0.49,0.55,0.41,0.19,0.50,0.00,0.48,0.31
ST20_YEAST,0.30,0.45,0.55,0.19,0.50,0.00,0.53,0.40
STE3_YEAST,0.88,0.72,0.32,0.30,0.50,0.00,0.52,0.33
GBB_YEAST,0.44,0.40,0.53,0.19,0.50,0.00,0.48,0.27
STE5_YEAST,0.45,0.57,0.52,0.21,0.50,0.00,0.54,0.38
STE6_YEAST,0.46,0.61,0.38,0.35,0.50,0.00,0.49,0.22
STF1_YEAST,0.55,0.41,0.67,0.61,0.50,0.00,0.49,0.14
STF2_YEAST,0.28,0.18,0.72,0.26,0.50,0.00,0.49,0.25
STH1_YEAST,0.66,0.65,0.53,0.17,0.50,0.00,0.47,0.66
STL1_YEAST,0.36,0.50,0.39,0.23,0.50,0.00,0.50,0.22
STP1_YEAST,0.48,0.54,0.56,0.29,0.50,0.00,0.51,0.43
STU1_YEAST,0.33,0.37,0.49,0.22,0.50,0.00,0.55,0.22
STV1_YEAST,0.58,0.43,0.32,0.11,0.50,0.00,0.49,0.22
TF2B_YEAST,0.58,0.64,0.42,0.30,0.50,0.00,0.54,0.22
INV1_YEAST,0.74,0.82,0.46,0.24,0.50,0.00,0.50,0.31
INV2_YEAST,0.74,0.82,0.46,0.24,0.50,0.00,0.48,0.22
INV4_YEAST,0.75,0.76,0.58,0.22,0.50,0.00,0.49,0.22
SUG1_YEAST,0.58,0.37,0.58,0.16,0.50,0.00,0.51,0.22
SUI1_YEAST,0.39,0.39,0.65,0.16,0.50,0.00,0.45,0.22
IF2A_YEAST,0.51,0.59,0.55,0.21,0.50,0.00,0.52,0.22
IF2B_YEAST,0.41,0.35,0.60,0.22,0.50,0.00,0.56,0.79
SUL1_YEAST,0.43,0.28,0.41,0.32,0.50,0.00,0.52,0.22
SUP1_YEAST,0.41,0.49,0.55,0.13,0.50,0.00,0.55,0.22
SUP2_YEAST,0.23,0.29,0.46,0.00,0.50,0.00,0.43,0.31
RS4_YEAST,0.25,0.48,0.45,0.32,0.50,0.00,0.40,0.22
RS11_YEAST,0.38,0.34,0.55,0.44,0.50,0.00,0.48,0.26
SUV3_YEAST,0.61,0.54,0.54,0.38,0.50,0.00,0.54,0.29
ADR6_YEAST,0.48,0.17,0.37,0.33,0.50,0.00,0.44,0.36
SWI3_YEAST,0.47,0.47,0.50,0.19,0.50,0.00,0.51,0.26
SWI4_YEAST,0.55,0.38,0.52,0.16,0.50,0.00,0.49,0.64
SWI5_YEAST,0.41,0.39,0.61,0.17,0.50,0.00,0.50,0.61
SWI6_YEAST,0.41,0.56,0.53,0.16,0.50,0.00,0.55,0.26
OSTD_YEAST,0.78,0.73,0.27,0.28,0.50,0.00,0.56,0.22
SYG1_YEAST,0.31,0.51,0.38,0.18,0.50,0.00,0.46,0.31
TAL1_YEAST,0.63,0.64,0.49,0.20,0.50,0.00,0.52,0.25
VAL1_YEAST,0.31,0.40,0.31,0.17,0.50,0.00,0.52,0.22
TBF1_YEAST,0.44,0.65,0.49,0.16,0.50,0.00,0.48,0.31
RL3_YEAST,0.48,0.44,0.46,0.37,0.50,0.00,0.46,0.36
TCPA_YEAST,0.50,0.49,0.46,0.22,0.50,0.00,0.53,0.25
TCPE_YEAST,0.62,0.42,0.47,0.16,0.50,0.00,0.52,0.22
TCPB_YEAST,0.50,0.45,0.52,0.18,0.50,0.00,0.52,0.22
TCPG_YEAST,0.59,0.51,0.47,0.21,0.50,0.00,0.47,0.22
TCPD_YEAST,0.39,0.47,0.49,0.20,0.50,0.00,0.53,0.26
TCPZ_YEAST,0.49,0.48,0.52,0.24,0.50,0.00,0.50,0.22
G3P1_YEAST,0.59,0.48,0.49,0.42,0.50,0.00,0.52,0.22
G3P2_YEAST,0.57,0.35,0.50,0.43,0.50,0.00,0.53,0.22
G3P3_YEAST,0.61,0.52,0.50,0.44,0.50,0.00,0.53,0.22
TF3B_YEAST,0.49,0.51,0.52,0.13,0.50,0.00,0.51,0.33
TEC1_YEAST,0.45,0.40,0.56,0.15,0.50,0.00,0.52,0.22
EF1A_YEAST,0.63,0.43,0.48,0.11,0.50,0.00,0.51,0.22
EF1A_YEAST,0.63,0.43,0.48,0.11,0.50,0.00,0.51,0.22
EF1G_YEAST,0.52,0.45,0.53,0.34,0.50,0.00,0.52,0.44
EF1H_YEAST,0.54,0.48,0.55,0.33,0.50,0.00,0.55,0.40
T2EA_YEAST,0.55,0.79,0.45,0.25,0.50,0.00,0.51,0.22
YK42_YEAST,0.58,0.51,0.63,0.20,0.50,0.00,0.50,0.42
TFB1_YEAST,0.63,0.58,0.57,0.10,0.50,0.00,0.52,0.33
TFC1_YEAST,0.54,0.67,0.56,0.15,0.50,0.00,0.57,0.33
TF3A_YEAST,0.41,0.59,0.65,0.14,0.50,0.00,0.49,0.33
TFC3_YEAST,0.47,0.38,0.50,0.15,0.50,0.00,0.49,0.47
TFC4_YEAST,0.33,0.17,0.52,0.13,0.50,0.00,0.51,0.75
DKA1_YEAST,0.42,0.50,0.59,0.17,0.50,0.00,0.51,0.22
THRC_YEAST,0.54,0.55,0.55,0.40,0.50,0.00,0.53,0.22
SYTC_YEAST,0.31,0.31,0.57,0.15,0.50,0.00,0.50,0.22
IF4A_YEAST,0.38,0.42,0.50,0.19,0.50,0.00,0.44,0.22
IF1A_YEAST,0.33,0.36,0.62,0.26,0.50,0.00,0.55,0.22
IF4A_YEAST,0.38,0.42,0.50,0.19,0.50,0.00,0.44,0.22
TIF3_YEAST,0.47,0.56,0.58,0.19,0.50,0.00,0.44,0.64
IF41_YEAST,0.32,0.32,0.52,0.18,0.50,0.00,0.48,0.34
IF42_YEAST,0.28,0.27,0.50,0.14,0.50,0.00,0.50,0.28
IF5_YEAST,0.41,0.46,0.57,0.25,0.50,0.00,0.57,0.38
IF52_YEAST,0.44,0.54,0.51,0.16,0.50,0.00,0.58,0.22
IF51_YEAST,0.44,0.55,0.51,0.16,0.50,0.00,0.60,0.22
TIP1_YEAST,0.77,0.70,0.44,0.29,0.50,0.00,0.56,0.22
TP20_YEAST,0.40,0.56,0.53,0.15,0.50,0.00,0.49,0.22
SRP1_YEAST,0.79,0.79,0.42,0.26,0.50,0.00,0.60,0.22
SRP2_YEAST,0.80,0.83,0.43,0.24,0.50,0.00,0.54,0.22
TKT1_YEAST,0.58,0.55,0.51,0.13,0.50,0.00,0.52,0.22
TKT2_YEAST,0.55,0.69,0.51,0.12,0.50,0.00,0.51,0.22
TYSY_YEAST,0.47,0.46,0.53,0.12,0.50,0.00,0.51,0.25
TOA1_YEAST,0.57,0.29,0.63,0.22,0.50,0.00,0.49,0.27
TOA2_YEAST,0.52,0.49,0.59,0.21,0.50,0.00,0.47,0.22
TOP1_YEAST,0.41,0.42,0.53,0.17,0.50,0.00,0.48,0.58
TOP2_YEAST,0.45,0.36,0.50,0.19,0.50,0.00,0.53,0.70
TOP3_YEAST,0.53,0.51,0.54,0.21,0.50,0.00,0.45,0.22
TOR2_YEAST,0.49,0.50,0.42,0.43,0.50,0.00,0.50,0.36
TPIS_YEAST,0.44,0.49,0.49,0.27,0.50,0.00,0.52,0.22
KAPA_YEAST,0.25,0.26,0.53,0.17,0.50,0.00,0.45,0.22
KAPB_YEAST,0.49,0.46,0.54,0.18,0.50,0.00,0.35,0.22
KAPC_YEAST,0.42,0.37,0.54,0.17,0.50,0.00,0.51,0.22
TPM1_YEAST,0.42,0.45,0.75,0.21,0.50,0.00,0.48,0.22
TPM2_YEAST,0.39,0.45,0.75,0.17,0.50,0.00,0.51,0.22
TPS1_YEAST,0.63,0.54,0.53,0.27,0.50,0.00,0.49,0.22
TPS2_YEAST,0.54,0.43,0.48,0.27,0.50,0.00,0.44,0.41
TPS3_YEAST,0.40,0.44,0.50,0.13,0.50,0.00,0.52,0.39
TRK1_YEAST,0.55,0.39,0.39,0.47,0.50,0.00,0.50,0.83
TRK2_YEAST,0.59,0.48,0.41,0.53,0.50,0.00,0.48,0.56
TRNL_YEAST,0.49,0.38,0.49,0.15,0.50,0.00,0.53,0.25
TRM1_YEAST,0.53,0.45,0.52,0.29,0.50,0.00,0.55,0.38
TRPF_YEAST,0.62,0.60,0.54,0.22,0.50,0.00,0.54,0.27
TRPE_YEAST,0.33,0.46,0.53,0.12,0.50,0.00,0.50,0.27
TRPG_YEAST,0.57,0.36,0.51,0.25,0.50,0.00,0.54,0.25
TRPD_YEAST,0.45,0.76,0.51,0.25,0.50,0.00,0.59,0.22
TRP_YEAST,0.48,0.44,0.51,0.24,0.50,0.00,0.49,0.22
TSA_YEAST,0.59,0.64,0.44,0.26,0.50,0.00,0.50,0.22
TSL1_YEAST,0.79,0.56,0.53,0.19,0.50,0.00,0.47,0.35
TSM1_YEAST,0.50,0.50,0.48,0.34,0.50,0.00,0.52,0.27
TTP1_YEAST,0.79,0.62,0.35,0.35,0.50,0.00,0.60,0.28
GLRX_YEAST,0.52,0.50,0.60,0.20,0.50,0.00,0.52,0.22
TBA1_YEAST,0.59,0.46,0.57,0.17,0.50,0.00,0.52,0.22
TBB_YEAST,0.53,0.42,0.53,0.19,0.50,0.00,0.47,0.22
TBA3_YEAST,0.59,0.46,0.55,0.17,0.50,0.00,0.52,0.25
EFTU_YEAST,0.61,0.73,0.50,0.58,0.50,0.00,0.50,0.22
TUP1_YEAST,0.50,0.43,0.56,0.17,0.50,0.00,0.35,0.22
TYE7_YEAST,0.36,0.52,0.61,0.33,0.50,0.00,0.52,0.37
TYR1_YEAST,0.66,0.54,0.53,0.17,0.50,0.00,0.54,0.22
UBA1_YEAST,0.52,0.51,0.48,0.12,0.50,0.00,0.54,0.31
UBC1_YEAST,0.56,0.46,0.51,0.25,0.50,0.00,0.54,0.22
UBC4_YEAST,0.47,0.46,0.49,0.27,0.50,0.00,0.59,0.22
UBC5_YEAST,0.50,0.46,0.49,0.27,0.50,0.00,0.60,0.22
UBC6_YEAST,0.43,0.48,0.36,0.26,0.50,0.00,0.52,0.22
UBC7_YEAST,0.50,0.44,0.57,0.28,0.50,0.00,0.57,0.22
UBIQ_YEAST,0.46,0.47,0.62,0.30,0.50,0.00,0.38,0.22
UBP1_YEAST,0.59,0.70,0.46,0.19,0.50,0.00,0.54,0.44
UBP2_YEAST,0.19,0.41,0.55,0.13,0.50,0.00,0.52,0.25
UBP3_YEAST,0.27,0.43,0.50,0.13,0.50,0.00,0.54,0.31
UBR1_YEAST,0.42,0.46,0.44,0.17,0.50,0.00,0.51,0.42
UGA3_YEAST,0.49,0.36,0.47,0.28,0.50,0.00,0.56,0.54
UGA4_YEAST,0.42,0.51,0.33,0.16,0.50,0.00,0.54,0.22
UME5_YEAST,0.34,0.42,0.48,0.19,0.50,0.00,0.46,0.31
UME6_YEAST,0.60,0.57,0.63,0.22,0.50,0.00,0.50,0.49
UNG_YEAST,0.53,0.44,0.54,0.52,0.50,0.00,0.49,0.38
PYRD_YEAST,0.48,0.39,0.56,0.23,0.50,0.00,0.60,0.22
PYR1_YEAST,0.56,0.49,0.47,0.13,0.50,0.00,0.52,0.22
UMPK_YEAST,0.47,0.59,0.56,0.09,0.50,0.00,0.50,0.22
RL21_YEAST,0.40,0.28,0.58,0.44,0.50,0.00,0.41,0.22
RSU2_YEAST,0.54,0.35,0.55,0.19,0.50,0.00,0.30,0.22
USO1_YEAST,0.50,0.47,0.45,0.14,0.50,0.00,0.53,0.32
YEU2_YEAST,0.55,0.49,0.60,0.18,0.50,0.00,0.51,0.22
VAC1_YEAST,0.55,0.44,0.50,0.09,0.50,0.00,0.55,0.22
RMAR_YEAST,0.66,0.37,0.60,0.25,0.50,0.00,0.69,0.22
SYV_YEAST,0.51,0.49,0.48,0.55,0.50,0.00,0.52,0.58
VATA_YEAST,0.36,0.51,0.51,0.17,0.50,0.00,0.52,0.22
VM11_YEAST,0.68,0.68,0.35,0.16,0.50,0.00,0.62,0.22
VATB_YEAST,0.44,0.35,0.55,0.14,0.50,0.00,0.52,0.22
VATL_YEAST,0.73,0.59,0.35,0.15,0.50,0.00,0.54,0.22
